2/9/16,WDM,Waddon Marsh,.,5:04:29,0:00:17,3,2552,3,4,30,42.9,14.4,,,
2/9/16,WDS,Woodside,.,5:04:49,0:00:32,2,2539,2,0,11,15.7,5.3,,,
2/9/16,MRD,Morden Road,.,5:05:14,0:00:20,3,2546,7,0,25,35.7,12,,,
2/9/16,AMP,Ampere Way,.,5:05:18,0:00:16,3,2541,6,2,71,101.4,34.1,,,
2/9/16,LPK,Lloyd Park,.,5:05:27,0:00:21,3,2548,5,4,59,84.3,28.4,,,
2/9/16,WPK,Wandle Park,.,5:05:38,0:00:18,3,2552,2,4,28,40,13.5,,,
2/9/16,ARN,Arena,.,5:06:27,0:00:18,2,2539,1,0,12,17.1,5.8,,,
2/9/16,TPL,Therapia Lane,.,5:06:29,0:00:27,3,2541,18,18,75,107.1,36.1,,,
2/9/16,WLR,Wellesley Road,.,5:06:41,0:00:23,3,2530,1,1,1,1.4,0.5,,,
2/9/16,WCR,West Croydon,B,5:06:57,,2,2537,0,2,0,0,0,,,
2/9/16,PHL,Phipps Bridge,.,5:07:17,0:00:23,3,2546,6,0,31,44.3,14.9,,,
2/9/16,WCR,West Croydon,A,5:07:17,,2,2537,5,0,5,7.1,2.4,,,
2/9/16,RVC,Reeves Corner,.,5:07:34,0:00:17,3,2552,0,3,25,35.7,12,,,
2/9/16,TPL,Therapia Lane,.,5:08:10,0:00:29,3,2551,7,2,10,14.3,4.8,,,
2/9/16,ECR,East Croydon,.,5:08:29,0:00:48,3,2530,6,3,2,2.9,1,,,
2/9/16,NAD,New Addington,A,5:08:31,,3,2544,37,0,37,52.9,17.8,,,
2/9/16,SAN,Sandilands,.,5:08:33,0:00:22,3,2548,10,2,69,98.6,33.2,,,
2/9/16,BGW,Belgrave Walk,.,5:08:34,0:00:18,3,2546,1,1,31,44.3,14.9,,,
2/9/16,HRD,Harrington Road,.,5:08:37,0:00:15,2,2539,2,0,14,20,6.7,,,
2/9/16,TWR,Centrale,.,5:08:44,0:00:17,3,2552,0,2,23,32.9,11.1,,,
2/9/16,BDL,Beddington Lane,.,5:09:02,0:00:15,3,2541,2,5,74,105.7,35.6,,,
2/9/16,AMP,Ampere Way,.,5:09:28,0:00:14,3,2551,3,0,11,15.7,5.3,,,
2/9/16,WLR,Wellesley Road,.,5:09:31,0:00:17,2,2537,0,0,5,7.1,2.4,,,
2/9/16,KHD,King Henry's Drive,.,5:09:32,0:00:28,3,2544,4,1,42,60,20.2,,,
2/9/16,LEB,Lebanon Road,.,5:10:08,0:00:21,3,2548,14,2,81,115.7,38.9,,,
2/9/16,WCR,West Croydon,.,5:10:20,0:00:23,3,2552,12,8,29,41.4,13.9,,,
2/9/16,MTM,Mitcham,.,5:10:20,0:00:40,3,2546,14,5,40,57.1,19.2,,,
2/9/16,LEB,Lebanon Road,.,5:10:35,0:00:18,3,2530,4,0,6,8.6,2.9,,,
2/9/16,WDM,Waddon Marsh,.,5:10:39,0:00:17,3,2551,2,0,11,15.7,5.3,,,
2/9/16,BKB,Birkbeck,.,5:10:40,0:00:15,2,2539,1,0,15,21.4,7.2,,,
2/9/16,GVH,Gravel Hill,.,5:10:56,0:00:13,3,2550,0,1,11,15.7,5.3,,,
2/9/16,FLW,Fieldway,.,5:11:11,0:00:25,3,2544,25,1,66,94.3,31.7,,,
2/9/16,MTJ,Mitcham Junction,.,5:11:12,0:00:21,3,2541,1,12,67,95.7,32.2,,,
2/9/16,ECR,East Croydon,.,5:11:18,0:00:20,2,2537,1,3,1,1.4,0.5,,,
2/9/16,DPT,*DEPOT*,.,5:11:43,0:00:14,UNKN,2538,0,0,0,0,0,,,
2/9/16,WPK,Wandle Park,.,5:11:49,0:00:21,3,2551,8,0,15,21.4,7.2,,,
2/9/16,SAN,Sandilands,.,5:11:53,0:00:19,3,2530,3,0,7,10,3.4,,,
2/9/16,ECR,East Croydon,.,5:12:23,0:00:32,3,2548,22,54,73,104.3,35.1,,,
2/9/16,AVR,Avenue Road,.,5:12:25,0:01:17,2,2539,0,1,14,20,6.7,,,
2/9/16,WLR,Wellesley Road,.,5:12:48,0:00:17,3,2552,0,4,25,35.7,12,,,
2/9/16,ADV,Addington Village,.,5:12:51,0:00:20,3,2544,17,2,83,118.6,39.9,,,
2/9/16,ADV,Addington Village,.,5:13:04,0:00:14,3,2550,0,4,7,10,3.4,,,
2/9/16,MTJ,Mitcham Junction,.,5:13:14,0:00:32,3,2546,10,2,48,68.6,23.1,,,
2/9/16,MTM,Mitcham,.,5:13:31,0:00:21,3,2541,8,6,71,101.4,34.1,,,
2/9/16,LEB,Lebanon Road,.,5:13:31,0:00:14,2,2537,0,0,1,1.4,0.5,,,
2/9/16,RVC,Reeves Corner,.,5:13:51,0:00:17,3,2551,3,0,16,22.9,7.7,,,
2/9/16,GST,George Street,.,5:14:27,0:00:23,3,2548,13,7,81,115.7,38.9,,,
2/9/16,FLW,Fieldway,.,5:14:36,0:00:20,3,2550,2,3,6,8.6,2.9,,,
2/9/16,ECR,East Croydon,.,5:14:37,0:00:23,3,2552,4,18,11,15.7,5.3,,,
2/9/16,BCR,Beckenham Road,.,5:14:37,0:00:15,2,2539,0,3,11,15.7,5.3,,,
2/9/16,LPK,Lloyd Park,.,5:14:46,0:00:18,3,2530,1,0,8,11.4,3.8,,,
2/9/16,SAN,Sandilands,.,5:14:48,0:00:17,2,2537,0,0,1,1.4,0.5,,,
2/9/16,TWR,Centrale,.,5:14:58,0:00:22,3,2551,4,0,18,25.7,8.7,,,
2/9/16,BGW,Belgrave Walk,.,5:15:00,0:00:19,3,2541,8,3,76,108.6,36.5,,,
2/9/16,GVH,Gravel Hill,.,5:15:04,0:00:18,3,2544,7,0,90,128.6,43.3,,,
2/9/16,BDL,Beddington Lane,.,5:16:03,0:00:14,3,2546,0,3,45,64.3,21.6,,,
2/9/16,PHL,Phipps Bridge,.,5:16:06,0:00:16,3,2541,5,2,79,112.9,38,,,
2/9/16,CST,Church Street,.,5:16:08,0:00:28,3,2548,14,0,95,135.7,45.7,,,
2/9/16,KHD,King Henry's Drive,.,5:16:10,0:00:15,3,2550,3,1,8,11.4,3.8,,,
2/9/16,LEB,Lebanon Road,.,5:16:30,0:00:14,3,2552,0,0,11,15.7,5.3,,,
2/9/16,WCR,West Croydon,.,5:16:48,0:00:29,3,2551,5,0,21,30,10.1,,,
2/9/16,ADS,Addiscombe,.,5:16:52,0:00:18,2,2537,1,0,2,2.9,1,,,
2/9/16,BCJ,Beckenham Junction,B,5:16:59,,2,2539,0,11,0,0,0,,,
2/9/16,BDL,Beddington Lane,.,5:17:24,0:00:19,3,2534,2,0,3,4.3,1.4,,,
